"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1940,1.44713777777778,NA,54.9,"Daycent","5_44",5,4,4
1941,1.20638444444444,NA,54.4,"Daycent","5_44",5,4,4
1942,1.22984,NA,52.1,"Daycent","5_44",5,4,4
1943,0.568382222222222,NA,49.3,"Daycent","5_44",5,4,4
1944,2.02668666666667,NA,47.3,"Daycent","5_44",5,4,4
1945,2.26915777777778,NA,44.8,"Daycent","5_44",5,4,4
1946,0.662062222222222,NA,42.9,"Daycent","5_44",5,4,4
1947,1.78096888888889,NA,41.2,"Daycent","5_44",5,4,4
1948,2.24060888888889,NA,39,"Daycent","5_44",5,4,4
1949,1.82846222222222,NA,37,"Daycent","5_44",5,4,4
1950,1.80326222222222,NA,35.4,"Daycent","5_44",5,4,4
1951,2.06618222222222,NA,34.1,"Daycent","5_44",5,4,4
1952,2.19838444444444,NA,32.8,"Daycent","5_44",5,4,4
1953,1.92538666666667,NA,31.5,"Daycent","5_44",5,4,4
1954,1.67149333333333,NA,29.9,"Daycent","5_44",5,4,4
1955,1.42808888888889,NA,28.9,"Daycent","5_44",5,4,4
1956,2.79592,NA,27.9,"Daycent","5_44",5,4,4
1957,1.80797333333333,NA,26.5,"Daycent","5_44",5,4,4
1958,1.35528444444444,NA,25.4,"Daycent","5_44",5,4,4
1959,3.12616888888889,NA,24.4,"Daycent","5_44",5,4,4
1960,NA,0.408113333333333,23.2,"Daycent","5_44",5,4,4
1961,NA,0.456242222222222,22.5,"Daycent","5_44",5,4,4
1962,NA,0.818766666666667,21.7,"Daycent","5_44",5,4,4
1963,NA,0.353228888888889,20.7,"Daycent","5_44",5,4,4
1964,NA,0.369882222222222,19.9,"Daycent","5_44",5,4,4
1965,NA,0.564875555555555,19.1,"Daycent","5_44",5,4,4
1966,NA,0.694542222222222,18.3,"Daycent","5_44",5,4,4
1967,NA,0.455386666666667,17.7,"Daycent","5_44",5,4,4
1968,NA,0.2477,17,"Daycent","5_44",5,4,4
1969,NA,0.289728888888889,16.4,"Daycent","5_44",5,4,4
1970,NA,0.239173333333333,15.8,"Daycent","5_44",5,4,4
1971,NA,0.0884777777777778,15.2,"Daycent","5_44",5,4,4
1972,NA,0.307264444444444,14.7,"Daycent","5_44",5,4,4
1973,NA,0.379391111111111,14.2,"Daycent","5_44",5,4,4
1974,NA,0.214437777777778,13.6,"Daycent","5_44",5,4,4
1975,NA,0.300071111111111,13.2,"Daycent","5_44",5,4,4
1976,NA,0.40682,12.7,"Daycent","5_44",5,4,4
1977,NA,0.360784444444444,12.2,"Daycent","5_44",5,4,4
1978,NA,0.388477777777778,11.8,"Daycent","5_44",5,4,4
1979,NA,0.407922222222222,11.5,"Daycent","5_44",5,4,4
1980,NA,0.367564444444444,11.2,"Daycent","5_44",5,4,4
1981,NA,0.446533333333333,10.8,"Daycent","5_44",5,4,4
1982,NA,0.326251111111111,10.5,"Daycent","5_44",5,4,4
1983,NA,0.257104444444444,10.2,"Daycent","5_44",5,4,4
1984,NA,0.594386666666667,9.9,"Daycent","5_44",5,4,4
1985,NA,0.488968888888889,9.6,"Daycent","5_44",5,4,4
1986,NA,0.301348888888889,9.4,"Daycent","5_44",5,4,4
1987,NA,0.581911111111111,9.1,"Daycent","5_44",5,4,4
1988,NA,0.406646666666667,8.8,"Daycent","5_44",5,4,4
1989,NA,0.456335555555556,8.5,"Daycent","5_44",5,4,4
1990,NA,0.818768888888889,8.3,"Daycent","5_44",5,4,4
1991,NA,0.353231111111111,8,"Daycent","5_44",5,4,4
1992,NA,0.369882222222222,7.8,"Daycent","5_44",5,4,4
1993,NA,0.564875555555555,7.6,"Daycent","5_44",5,4,4
1994,NA,0.694542222222222,7.4,"Daycent","5_44",5,4,4
1995,NA,0.455355555555556,7.2,"Daycent","5_44",5,4,4
1996,NA,0.247702222222222,7,"Daycent","5_44",5,4,4
1997,NA,0.289728888888889,6.9,"Daycent","5_44",5,4,4
1998,NA,0.239173333333333,6.7,"Daycent","5_44",5,4,4
1999,NA,0.0884777777777778,6.5,"Daycent","5_44",5,4,4
2000,NA,0.307264444444444,6.4,"Daycent","5_44",5,4,4
2001,NA,0.379391111111111,6.2,"Daycent","5_44",5,4,4
2002,NA,1.20476,6.1,"Daycent","5_44",5,4,4
2003,NA,0,6,"Daycent","5_44",5,4,4
2004,NA,3.03583777777778,6,"Daycent","5_44",5,4,4
2005,2.21877111111111,NA,6.4,"Daycent","5_44",5,4,4
2006,NA,0.371733333333333,6.6,"Daycent","5_44",5,4,4
2007,0.345944444444444,NA,6.9,"Daycent","5_44",5,4,4
2008,NA,1.42223333333333,6.8,"Daycent","5_44",5,4,4
2009,0.63722,NA,6.7,"Daycent","5_44",5,4,4
2010,NA,1.08361555555556,6.9,"Daycent","5_44",5,4,4
2011,NA,0.500673333333333,6.8,"Daycent","5_44",5,4,4
2012,2.44976222222222,NA,7.1,"Daycent","5_44",5,4,4
2013,NA,0.90824,6.9,"Daycent","5_44",5,4,4
2014,2.18166444444444,NA,7.2,"Daycent","5_44",5,4,4
2015,NA,1.06971555555556,7.2,"Daycent","5_44",5,4,4
2016,2.51788444444444,NA,7.4,"Daycent","5_44",5,4,4
2017,NA,1.41810888888889,7.3,"Daycent","5_44",5,4,4
2018,2.20450888888889,NA,7.5,"Daycent","5_44",5,4,4
2019,NA,1.33794,7.6,"Daycent","5_44",5,4,4
2020,1.57183333333333,NA,7.8,"Daycent","5_44",5,4,4
2021,NA,1.24174,7.7,"Daycent","5_44",5,4,4
2022,NA,1.20884,8,"Daycent","5_44",5,4,4
2023,1.08312444444444,NA,8,"Daycent","5_44",5,4,4
2024,NA,1.03604,7.9,"Daycent","5_44",5,4,4
2025,0.843991111111111,NA,7.8,"Daycent","5_44",5,4,4
2026,NA,0.869828888888889,7.7,"Daycent","5_44",5,4,4
2027,1.80803111111111,NA,7.6,"Daycent","5_44",5,4,4
2028,NA,2.02475111111111,7.6,"Daycent","5_44",5,4,4
2029,1.81719777777778,NA,7.6,"Daycent","5_44",5,4,4
2030,NA,0.654917777777778,7.6,"Daycent","5_44",5,4,4
2031,1.20311777777778,NA,7.6,"Daycent","5_44",5,4,4
2032,NA,1.21783555555556,7.6,"Daycent","5_44",5,4,4
2033,1.63458666666667,NA,7.6,"Daycent","5_44",5,4,4
2034,NA,1.35403777777778,7.6,"Daycent","5_44",5,4,4
2035,1.04298666666667,NA,7.6,"Daycent","5_44",5,4,4
2036,NA,1.26240666666667,7.6,"Daycent","5_44",5,4,4
2037,1.31155777777778,NA,7.6,"Daycent","5_44",5,4,4
2038,NA,1.4508,7.7,"Daycent","5_44",5,4,4
2039,1.61284,NA,7.7,"Daycent","5_44",5,4,4
2040,NA,1.14688888888889,7.8,"Daycent","5_44",5,4,4
2041,1.80838888888889,NA,7.8,"Daycent","5_44",5,4,4
2042,NA,0.973704444444444,7.9,"Daycent","5_44",5,4,4
2043,1.72539333333333,NA,7.9,"Daycent","5_44",5,4,4
2044,NA,1.86536888888889,8,"Daycent","5_44",5,4,4
2045,1.27382444444444,NA,8,"Daycent","5_44",5,4,4
2046,NA,1.51829777777778,8,"Daycent","5_44",5,4,4
2047,2.07098222222222,NA,8,"Daycent","5_44",5,4,4
2048,NA,1.46662666666667,8.1,"Daycent","5_44",5,4,4
2049,1.84958444444444,NA,8,"Daycent","5_44",5,4,4
2050,NA,1.92440444444444,NA,"Daycent","5_44",5,4,4
