"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,"11.248","RothC","5_52","5","5","2"
"1941",NA,NA,"11.26415","RothC","5_52","5","5","2"
"1942",NA,NA,"10.98815","RothC","5_52","5","5","2"
"1943",NA,NA,"10.76825","RothC","5_52","5","5","2"
"1944",NA,NA,"10.50385","RothC","5_52","5","5","2"
"1945",NA,NA,"10.3219","RothC","5_52","5","5","2"
"1946",NA,NA,"10.1655","RothC","5_52","5","5","2"
"1947",NA,NA,"9.9906","RothC","5_52","5","5","2"
"1948",NA,NA,"9.8733","RothC","5_52","5","5","2"
"1949",NA,NA,"9.77295","RothC","5_52","5","5","2"
"1950",NA,NA,"9.68315","RothC","5_52","5","5","2"
"1951",NA,NA,"9.6052","RothC","5_52","5","5","2"
"1952",NA,NA,"9.5672","RothC","5_52","5","5","2"
"1953",NA,NA,"9.47745","RothC","5_52","5","5","2"
"1954",NA,NA,"9.3888","RothC","5_52","5","5","2"
"1955",NA,NA,"9.3205","RothC","5_52","5","5","2"
"1956",NA,NA,"9.2113","RothC","5_52","5","5","2"
"1957",NA,NA,"9.156","RothC","5_52","5","5","2"
"1958",NA,NA,"9.1156","RothC","5_52","5","5","2"
"1959",NA,NA,"9.05045","RothC","5_52","5","5","2"
"1960",NA,NA,"9.00805","RothC","5_52","5","5","2"
"1961",NA,NA,"8.87055","RothC","5_52","5","5","2"
"1962",NA,NA,"8.74635","RothC","5_52","5","5","2"
"1963",NA,NA,"8.63675","RothC","5_52","5","5","2"
"1964",NA,NA,"8.5257","RothC","5_52","5","5","2"
"1965",NA,NA,"8.41875","RothC","5_52","5","5","2"
"1966",NA,NA,"8.32835","RothC","5_52","5","5","2"
"1967",NA,NA,"8.2458","RothC","5_52","5","5","2"
"1968",NA,NA,"8.16325","RothC","5_52","5","5","2"
"1969",NA,NA,"8.076","RothC","5_52","5","5","2"
"1970",NA,NA,"7.99505","RothC","5_52","5","5","2"
"1971",NA,NA,"7.91985","RothC","5_52","5","5","2"
"1972",NA,NA,"7.8349","RothC","5_52","5","5","2"
"1973",NA,NA,"7.7664","RothC","5_52","5","5","2"
"1974",NA,NA,"7.6968","RothC","5_52","5","5","2"
