"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1940,1.44713777777778,NA,54.9,"Daycent","5_7",5,7,""
1941,1.20638444444444,NA,54.4,"Daycent","5_7",5,7,""
1942,1.22984,NA,52.1,"Daycent","5_7",5,7,""
1943,0.568382222222222,NA,49.3,"Daycent","5_7",5,7,""
1944,2.02668666666667,NA,47.3,"Daycent","5_7",5,7,""
1945,2.26915777777778,NA,44.8,"Daycent","5_7",5,7,""
1946,0.662062222222222,NA,42.9,"Daycent","5_7",5,7,""
1947,1.78096888888889,NA,41.2,"Daycent","5_7",5,7,""
1948,2.24060888888889,NA,39,"Daycent","5_7",5,7,""
1949,1.82846222222222,NA,37,"Daycent","5_7",5,7,""
1950,1.80326222222222,NA,35.4,"Daycent","5_7",5,7,""
1951,2.06618222222222,NA,34.1,"Daycent","5_7",5,7,""
1952,2.19838444444444,NA,32.8,"Daycent","5_7",5,7,""
1953,1.92538666666667,NA,31.5,"Daycent","5_7",5,7,""
1954,1.67149333333333,NA,29.9,"Daycent","5_7",5,7,""
1955,1.42808888888889,NA,28.9,"Daycent","5_7",5,7,""
1956,2.79592,NA,27.9,"Daycent","5_7",5,7,""
1957,1.80797333333333,NA,26.5,"Daycent","5_7",5,7,""
1958,1.35528444444444,NA,25.4,"Daycent","5_7",5,7,""
1959,3.12616888888889,NA,24.4,"Daycent","5_7",5,7,""
1960,NA,0.408113333333333,23.2,"Daycent","5_7",5,7,""
1961,NA,0.456242222222222,22.5,"Daycent","5_7",5,7,""
1962,NA,0.818766666666667,21.7,"Daycent","5_7",5,7,""
1963,NA,0.353228888888889,20.7,"Daycent","5_7",5,7,""
1964,NA,0.369882222222222,19.9,"Daycent","5_7",5,7,""
1965,NA,0.564875555555555,19.1,"Daycent","5_7",5,7,""
1966,NA,0.694542222222222,18.3,"Daycent","5_7",5,7,""
1967,NA,0.455386666666667,17.7,"Daycent","5_7",5,7,""
1968,NA,0.2477,17,"Daycent","5_7",5,7,""
1969,NA,0.289728888888889,16.4,"Daycent","5_7",5,7,""
1970,NA,0.239173333333333,15.8,"Daycent","5_7",5,7,""
1971,NA,0.0884777777777778,15.2,"Daycent","5_7",5,7,""
1972,NA,0.307264444444444,14.7,"Daycent","5_7",5,7,""
1973,NA,0.379391111111111,14.2,"Daycent","5_7",5,7,""
1974,NA,0.214437777777778,13.6,"Daycent","5_7",5,7,""
1975,NA,0.300071111111111,13.2,"Daycent","5_7",5,7,""
1976,NA,0.40682,12.7,"Daycent","5_7",5,7,""
1977,NA,0.360784444444444,12.2,"Daycent","5_7",5,7,""
1978,NA,0.388477777777778,11.8,"Daycent","5_7",5,7,""
1979,NA,0.407922222222222,11.5,"Daycent","5_7",5,7,""
1980,NA,0.367564444444444,11.2,"Daycent","5_7",5,7,""
1981,NA,0.446533333333333,10.8,"Daycent","5_7",5,7,""
1982,NA,0.326251111111111,10.5,"Daycent","5_7",5,7,""
1983,NA,0.257104444444444,10.2,"Daycent","5_7",5,7,""
1984,NA,0.594386666666667,9.9,"Daycent","5_7",5,7,""
1985,NA,0.488968888888889,9.6,"Daycent","5_7",5,7,""
1986,NA,0.301348888888889,9.4,"Daycent","5_7",5,7,""
1987,NA,0.581911111111111,9.1,"Daycent","5_7",5,7,""
1988,NA,0.406646666666667,8.8,"Daycent","5_7",5,7,""
1989,NA,0.456335555555556,8.5,"Daycent","5_7",5,7,""
1990,NA,0.818768888888889,8.3,"Daycent","5_7",5,7,""
1991,NA,0.353231111111111,8,"Daycent","5_7",5,7,""
1992,NA,0.369882222222222,7.8,"Daycent","5_7",5,7,""
1993,NA,0.564875555555555,7.6,"Daycent","5_7",5,7,""
