"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1850,3.98632,NA,NA,108.7,"Daycent","1_3",1,3,""
1851,4.07214222222222,NA,NA,110.6,"Daycent","1_3",1,3,""
1852,3.38511111111111,NA,NA,103.4,"Daycent","1_3",1,3,""
1853,2.71748,NA,NA,96.8,"Daycent","1_3",1,3,""
1854,3.57348888888889,NA,NA,91.3,"Daycent","1_3",1,3,""
1855,3.68270222222222,NA,NA,85.8,"Daycent","1_3",1,3,""
1856,2.79866222222222,NA,NA,80.8,"Daycent","1_3",1,3,""
1857,3.31510888888889,NA,NA,76.9,"Daycent","1_3",1,3,""
1858,4.02600666666667,NA,NA,72.7,"Daycent","1_3",1,3,""
1859,3.96733333333333,NA,NA,69.1,"Daycent","1_3",1,3,""
1860,3.18241555555556,NA,NA,66.1,"Daycent","1_3",1,3,""
1861,3.57122222222222,NA,NA,63.2,"Daycent","1_3",1,3,""
1862,3.07370444444444,NA,NA,60.7,"Daycent","1_3",1,3,""
1863,2.50371777777778,NA,NA,58.3,"Daycent","1_3",1,3,""
1864,2.52413777777778,NA,NA,56.4,"Daycent","1_3",1,3,""
1865,3.23366222222222,NA,NA,54.5,"Daycent","1_3",1,3,""
1866,3.30153333333333,NA,NA,52.7,"Daycent","1_3",1,3,""
1867,2.75051333333333,NA,NA,51.2,"Daycent","1_3",1,3,""
1868,3.43461555555556,NA,NA,49.8,"Daycent","1_3",1,3,""
1869,2.17131111111111,NA,NA,48.3,"Daycent","1_3",1,3,""
1870,2.82192222222222,NA,NA,47.1,"Daycent","1_3",1,3,""
1871,2.72356888888889,NA,NA,46,"Daycent","1_3",1,3,""
1872,2.79930444444444,NA,NA,45.1,"Daycent","1_3",1,3,""
1873,1.98702888888889,NA,NA,44.1,"Daycent","1_3",1,3,""
1874,1.72922444444444,NA,NA,43.2,"Daycent","1_3",1,3,""
1875,1.74590888888889,NA,NA,42.4,"Daycent","1_3",1,3,""
1876,2.00705111111111,NA,NA,41.7,"Daycent","1_3",1,3,""
1877,2.71442,NA,NA,41,"Daycent","1_3",1,3,""
1878,2.36489111111111,NA,NA,40.4,"Daycent","1_3",1,3,""
